tweets,Sentiment
"ah, nothing like government propaganda... 'all is well, comrade...' via @meduza_en st. petersburg governor visits a grocery store to verify stocked shelves and speaks to a random shopper who randomly turns out to be an actress #russia #covid #coronavirus",Positive
supermarket in denmark uses price trick to stop sanitiser hoarding and it worked! what a brilliant idea. other supermarket should do the same to stop hording. #coronaviruspandemic #stayhomestaysafe #covid_19,Positive
#???????_???????? #?????_?????? | gold prices may stay high as 2008 crisis cure bedevils covid-19 policy |,Extremely Negative
gain insights from the recent brick meets click/shopperkit online shopper survey plus leverage guidance &; perspectives that will help shape strategic decisions going forward.  register for this webinar:  #onlinegrocery,Extremely Positive
texas response to the is not more regulation but instead more freedom restaurants can now deliver alcohol to homes along with food governor waived regulations today great idea to ease demand for bars and eating out by tx,Extremely Positive
"grocery delivery services experiencing delays amid #covid19 | according to a spokesperson, at shoprite, the demand for online shopping services is at an all-time high",Negative
"just saw a post on linkedin claiming americans use 3.5 billion rolls of #toiletpaper a day, theres 320-330 million people in america -once again the eco zealots lie and get away with it-when is the last time you used 10 rolls of tp yourself in one day? #coronavirus #panicbuying",Negative
"people should go to the grocery store only if they are feeling well and reasonably confident that they have not been exposed to the virus causing covid-19.
 #coronavirus",Extremely Positive
"still not the easiest to find tp

#sterlingjacksonrealestate #sterjackre #sterlingjackson #realestateisgreat #selfquarantine #flattenthecurve #coronavirusmeme #coronavirus #covid19 #sarscov2 #meme #lol #dankmemes #imgflip #toiletpaper #house #homesale #housesale #tp",Negative
@iromg its disgusting that local shops have marked up the prices on essential items to cash in ?? the world is in crises and morons seeing pound signs #corvid19uk #coronavirus some shops have tripled in price ? they shouldnt get away with it ? #shoppi,Extremely Negative
"after 3 days at home, i went out just now to buy groceries. roads, parking and supermarket were empty. that's scary man... it reminds me of birdbox movie
#covid_19 #birdbox #staysafestayhome",Extremely Negative
prices claw their way into positive territory as hopes that the world s biggest producers will agree to cut output outweighed analyst fears that a global recession in the wake of the crisis could be deeper than expected 19,Negative
the consumer in the age of corona virus - how will marketing and consumerism change after covid-19? @evolutionshift,Neutral
has shattered dreams of high returns from winter sown in india potentially affecting over 263 million,Negative
crazy times demand unorthodox solutions the federal government must contract with companies throughout the country to widely produce and distribute free soap and hand sanitizer,Extremely Positive
"its friday 13th of march, you are at the supermarket and everything is available, no long queues, no morons pushing you.
you was lucky... and you didnt notice it. 

#covid_19 #coronacrisis #stopstockpiling",Negative
less than a month ago  s new poins based system classified poorly paid care staff supermarket workers nhs cleaners and food delivery drivers as  low skilled  today they are defined as enough said,Positive
as somebody who gets a cold just by being in an air conditioned room i noticed it would be very easy to get the coronavirus at the supermarket considering what we are are learning now about covid 19 it would be very easy for the droplets to be dispersed aircon fans are many,Extremely Positive
an ongoing oil price war and the weakened economy due to covid-19 are driving prices down,Extremely Negative
founder of is our guest writer this month on logit s blog discussing the importance of understanding the shift in consumer  participant behaviour during covid 19 to read the full article click here,Positive
"cotton, hog, and dairy prices have gone 30% or more into the dumper, as has some milk, #corn is off 14%, and #soybeans are down 8%.  all thanks to the #covid19 epidemic.",Positive
"now daily new cases:
 us arcing up into the tens of thousands of confirmed cases per day; still no nationwide lockdown and americans continue to travel
 france &; germany possibly joining italy and spain in seeing new cases plateau if not dip",Negative
rob can you follow up with what the oeb is doing about capping hydro rates to off peak prices during this unprecedented event,Negative
"emojis for #coronavirus in @fastcompany: ""the work is funny in some instances, though also quietly sad.""",Negative
"i'm high-risk, due to age/health issues, physically disabled &; no car. grocery deliveries are out 8 days, forcing frequent &; painful trips to the store on public transportation. but no t.p. (among other necessities) to be found, b/c of shopper panic. #coronavirus #plsstophoarding",Extremely Negative
"imagine if we spent $189b in the last decade on fttp nbn, lifting newstart, and increasing more in green power and evs.
better wfh.
reduced electricity prices.
reduced reliance on foreign oil.
healthier, happier economy.
#auspol #coronavirus",Extremely Positive
@waitrose your #greenwich #waitrose store was absolutely awful today. zero efforts being made for social distancing by some staff members and most of the customers were couples. it was packed in there. shocking. by far the worst supermarket i have been to,Extremely Negative
"in 2019, the new presidents of mexico and argentina announced plans to lift their struggling economies: ambitious oil projects that would boost state revenues. but covid-19 has caused a severe price crash in the crude oil market",Extremely Negative
"@samir_madani oil prices wanted to be low during the #coronavirus outbreak, in order to insure minimal economical impact worldwide and fast recovery.",Negative
opening bell: stocks opened flat as grim u.s. unemployment data offset a surge in oil prices and added to the fears surrounding the #coronavirus pandemic and its economic ramifications.,Extremely Negative
the new ribbon coming soon to bumpers everywhere,Neutral
".@uber lists job openings in delivery/food production/grocery industry on its app to help us drivers that are experiencing decreased ride-hailing demand due to covid-19. uber is also partnering with @dominos, @shipt, and @careguide to hire uber drivers.",Positive
just been to in aberdare the staff are working hard to stock the shelves i have done a week food shop with no issues apart from loo roll big thanks to all supermarket staff for their hard work,Neutral
"covid 19 silver lining number 2. my current addiction to coles blueberry muffins is about to be broken as i just can't deal with the supermarket madness any longer, not even for blueberry muffins. 
#caronavirusaus 
#covid2019au",Extremely Negative
"#covid19uk solutions to #panicbuying and safety from #coronavirus:
order online
only get what you need / order what you need
don't go outside to shop unless you promise to not panic buy.
remember, all food has expire dates, and if you panic buy you waste a bunch of useful food.",Extremely Positive
"during these challenging times, so many tech companies have offered their services for either reduced prices or for free. here's a list of 65 totally free tools that can be useful right now. #socialdistancing #stayhome",Extremely Positive
good on this store in #australia ?    this should be done everywhere &; businesses that don't comply should be fined. assholes always ruin things for everyone! #covid19 #coronavirus,Extremely Negative
"now we look up to, more than ever - nurses, doctors, care workers, police, postmen, binmen, supermarket workers, garage workers, takeaway workers. not a millionaire, a celebrity, a sportsman/woman in sight. i hope we never forget how important these people are. #coronavirus",Extremely Positive
"after 8 days staying away, finally braved the supermarket.
observations: 
- some observing social distancing but many not bothering.
- unbelievably some walking in while on their phones &; wandering aimlessly as they chat.
- we all need to do a better job of educating. #covid_19",Extremely Positive
"@waltdisneyco  said on thursday the spread of the #coronavirus could lead to #consumerbehavior changes, further disrupting its #business. #covid19 #coronaviruspandemic #coronavirusoutbreak",Neutral
"dear @nsitharaman @pmoindia @narendramodi @finminindia i hope you are aware of this and taking measures to tackle future problems 

#covid2019",Positive
"after pennsylvania closed all its liquor stores, @distilledspirit is urging the governor to reopen them. #retail #coronavirus",Neutral
"oil execs furious with trump as prices collapse  and it could hurt his re-election hopes - 
now oil executives are furious with the president for cheering on the steep drop in oil prices.
#trumpslump
#coronavirususa
#covid_19
#notdying4wallstreet",Extremely Negative
"headline of the day: brain, nervous system affected in 1 in 3 cases of severe covid-19",Extremely Negative
"4. being able to quickly run into the supermarket for a couple of items without standing in line to get in for over an hour and then having to decontaminate my clothes, body and car once i get home. #covid__19",Neutral
"a resident of lissone, italy, was hoping it was a good time to visit the supermarket, but instead he was met with a normal sight in the time of covid-19:",Positive
grocery  pharmacy store workers are on the frontlines of the outbreak they don t just deserve gratitude they deserve protections thank you for recognizing that we won t stop fighting until all other counties do the same,Extremely Positive
the goal isn t to build a website the goal is to build your business custom websites at affordable prices know more here,Neutral
is here my friends in a month my grocery prices have risen 25 just another little thing that doesn t hurt a billionaire but can truly hurt everyone else,Negative
senior lecturer in business and marketing has written an article for the about why we must trust our food suppliers and stop panic buying,Negative
just got home from the supermarket. panic buying is real. and it was in the middle of the afternoon. bet the queues will be longer after work hours ? #covid2019 #covid?19,Negative
"we sat down with john ""the goldfish guy"" molnar.
he is a consumer packaged goods distributor and has been experiencing huge surges in his business during this #coronavirus pandemic.

do you know how many goldfish are produced each year?

episode dropping soon. 
#goldfishgod",Positive
the woodlands mall is now closed until further notice due to the coronavirus outbreak,Neutral
"@miamidadecounty standing of line to get groceries outside a supermarket put people more at risk than being in and out of the store. you are creating a public health hazard. think before you act. people are standing close in lines, sneezing on each other.",Neutral
based startup develops sanitisation unit uv sanitizer to ward off challenge center,Positive
"@anandmahindra by withholding crucial information for weeks #china has put the world at risk. no other nation has been so criminally irresponsible while handling a pandemic.

the world is paying a v high price for the supposedly low prices of chinese",Extremely Negative
in times of crisis like 19 pandemic people hoard essential commodities and hike prices we produced hand sanitizer according to s guidelines and distributed free to maid staff on essential duties dr adam mustapha phd allamin below,Positive
"bbc news - coronavirus: nurse's despair as panic-buyers clear shelves #coronavirus
#stoppanicbuying #stophoarding ?",Negative
a special thought for the italian shop assistant from a supermarket in brescia who went home earlier in the week with a high temperature and died at home today she had tested positive for she was 48 stay at home and help those who can t,Extremely Positive
"need to head to the grocery store, but worried about your safety? there are a few simple things you can do before, during and after shopping to help protect yourself from the #coronavirus. learn more at",Extremely Positive
big shoutout to the supermarket staff keeping britain going whilst facing abuse from idiotic customers. you are doing an amazing job we really appreciate it. #covid_19 #coronaviruspandemic,Negative
"given supermarket shelves are empty and their inaction over hoarding, just researched local farm shops in our area; 2 farm shops, a butchers, a green-grocers and a dairy that delivers milk, eggs and yoghurts. if anything comes out of covid-19, it's supporting local business???",Neutral
check out the great article in @transporttopics on the critical role of #grocery distributors. thanks to all the grocery distributors for the hard work theyre doing to keep up with consumer demands during the global pandemic. #food #shipping #coronavirus,Extremely Positive
"@my_spar not a panic shopper. we popped in for 15 items at #villieria store for next 2 weeks goods. you had no wipes for trolleys, gloves for workers or sanitized surface after customer. your staff laughed when i asked. prices were so inflated too - r1600",Positive
"really interesting information on the changes in ecommerce consumer buying looking at march 2019 v. march 2020! not surprised to see gloves and toilet paper on this, but bread machine?  #pandemiceconomy",Positive
"in all seriousness, how much am i really at risk for getting covid-19? im 43 and have asthma and chronic bronchitis and take advair daily. my husband is worried about me going to the supermarket. is he being over cautious?",Extremely Negative
consumer alert scammers are offering covid 19 tests to medicare beneficiaries in exchange for personal information using telemarketing social media and door to door visits these services are unapproved and illegitimate and can result in medical identity theft 1 2,Positive
"us full-time grocery store workers when we find that unlike the rest of western civilization, we are not only working our normal hours, but expected to work overtime in the face of the #coronavirus ?",Neutral
"shopkeeper in newcastle city centre exposed for selling hand sanitizer at extortionate prices, anyone profiting from coronavirus should be ashamed of themselves!

jack dawkins",Positive
"""customers will be mean or inconsiderate dozens of times a day, upset about the inconvenience of the new rules or angry about a missing product or a long wait to get in.""

#coronavirus 
#loblaws",Extremely Negative
tomorrow is our retail store s last day before the temporary closure due to the current health crisis we have a wide variety of hobby essentials and everything you ll need 19,Extremely Negative
"you can help meet an increased demand for emergency food service, medical equipment and cleaning supplies here in milwaukee by donating to @unitedwaygmwc's  covid-19 emergency needs fund:",Negative
"great people doing great things for each other.

if you have a fb account get in touch with locals who are helping those in need. we applaud your graciousness! ????

#doingmypartco
#coronavirus
#toiletpaper
#sundaymotivation
#benice",Extremely Positive
"dairy commodity prices are holding firm as the covid-19 situation continues to evolve worldwide. get the latest update from our trade &; strategy team, visit:",Neutral
"anyone else her abbott in the press conference $abt 

also looking for the company responsible for removing proteins from the blood to prevent the immune system from over reacting.  clue me in. #cv19 #coronavirus",Positive
one of my friends left me this in my mailbox because she knows tuesday is my grocery day once a week alone and with a list so i m off to the store today with a mask on traditionally i frown upon that behaviour,Positive
party chris even ones like nj based rising pharmaceuticals that doubled their chloroquine prices as soon as covid 19 broke out in wuhan,Positive
"get your #shopping done online and have your tires delivered to your front door or local installer.

#tbt #shopsafe #supportsmallbusiness #localbusiness #automotive #socialdistancing",Neutral
sees clean energy transition continuing after impacts subside many large power consumers have 100 clean energy goals us european power prices will rebound story,Extremely Positive
the rest of the  world: self quarantine but......the uk: supermarket sweep #lockdownuknow #covid?19 #coronavirus,Neutral
self isolating during the time of covid 19 and clueless about where to get your much needed supplies in the uk check out this online shopping guide,Negative
@nc_governor i'm a beloved cashier in my store near duke university. cust's know me. i know them. they're seniors who have hard time getting around. i take the the time for them. but what can u do to urge grocery stores have some type of program 4 seniors,Positive
a huge thank you to all the supermarket workers who are refilling the shelves and dealing directly with the public during these dangerous times i hope they are treated generously by the store owners they deserve it,Extremely Positive
us and russian energy officials hold talks on oil as prices for crude collapses amid a price war and #coronavirus demand breakdown. #oott,Extremely Negative
"#update countdown is introducing limits on some items to stop panic buying due to covid-19.

the supermarket chain says it cannot get some items onto shelves quickly enough if people keep buying at the current rate.",Extremely Negative
"why can't @tesco @asda @morrisons @sainsburys add a option to donate to food banks, when shopping online? a, do you want to add this to your basket for a local foodbank option?? #covid_19",Positive
end of w1 (1/?) #schoolclosure #coronavirus this weekend was nothing like rest. the opposite. complete exhaustion. strangely gas prices in #boston are almost dollar more expansive than western mass (2.8$ vs. 1.9$ per gallon). check #pricegouging.,Extremely Negative
theres so much fear &; panic over covid 19. its to the point of buying guns &; ammo for protection against home break ins &; fighting over food at store. more than 98% of all who get it recover; its only high risk to those w bad respiratory problems &; that mostly in the elderly.,Extremely Negative
"my son sent me this photo from a grocery store in denmark. smart &; easy way to keep people distanced in the checkout line. 
#coronavirus #covid19 #socialdistancing",Extremely Positive
"police forcing vegetables and fish vendors to close. is this justice? people who have not or can't afford to stock up/hoard  where will they get food from? versova near natraj building, shifa medical.

#versova #yariroad #mumbai #coronavirus #mumbaipolice #mybmc #cmomaharashtra",Extremely Positive
be careful of all of these free (temporary) offers! i just got a notification from t-mobile stating they've upgraded me to unlimited data till 5/31. if i start using it as unlimited then i'll be in a habit of doing so after 5/31 and will be paying for it #coronacrisis,Positive
"kroger is denying paid leave to quarantined workers, despite promises - two kroger supermarket employees who need to self-quarantine because they are at high risk of contracting covid-19 say that the chain is refusing to provide them...",Extremely Negative
"good morning ? to everyone on my timeline. just a reminder, wash your hands with soap and clean water or a sanitizer, above all stay home and stay safe.let's kick #coronavirus out of #uganda #coronavirus
#covid19 #staysafeug",Extremely Positive
"with the covid-19 pandemic predicted to worsen this week, coronavirus task force leaders urge americans to contain trips to a bare minimum by declaring: ""this is the moment to not be going to the grocery store."" #grocery #supermarkets #covid19 #coronavirus",Negative
"in a supermarket this morning, feeling like a piece in a weird board game. #socialdistancing",Positive
"the ved today , when i go to the supermarket , you must sterilize your hands and wear a gloves before holding a shopping cart ?
#coronavirus #panickbuying",Neutral
"experts say social activities and entertainment in vr will be more attractive in the long term as people are stuck at home curing the covid-19 pandemic.

#5g #consumer #coronavirus #entertainment #gaming",Extremely Positive
"so great news for those in isolation, no supermarket can deliver food for at least a week..!! some up to 3 weeks! and you say people shouldn't stock up?!! so glad i have so much support from friends and family!! be scary if u didn't.. #cfprobs #isolation #coronavirus",Extremely Positive
"brokers, buyers, and sellers are all navigating uncertainty amid the pandemic.",Negative
"psa: when yall are out there buying essentials at the grocery store remember: save the tahini for the arabs!!! yall dont need tahini; you want tahini, but i need the tahini! #coronavirus #covid19 #tahini",Positive
armed with hand sanitizer gloves and wet wipes essential employees like grocery store workers go to work during the covid 19 outbreak despite making money some worry for their own health and safety,Extremely Positive
"the supply of sanitizers on the french market is in short supply because the #coronavirus. in some places, #handsanitizers are even sold at unacceptable prices. but in here, it'savailableand the price is still reasonable. we prefer to take orders from wholesalers.",Negative
the various levels of filth  #coronavirus #corona #covid?19 #toiletpaper #bidet #comedy #hotchick #badasswoman #washyourhands #covid #lockdown #socialdistance #cleanliness #dirtypeople #filth #germs #virus #antiviral #quarantine #mentalhealth #hygiene,Neutral
hi janelle yes we are offering flexible payment options for consumer and small business customers who have been financially affected by the crisis,Negative
me when i go to the grocery store and find out i am covid 19 positive,Positive
"as we have seen prices for hand sanitizer, soap, toilet paper, and masks rapidly increase, some people are searching for ways to make a profit off of covid-19. a designer faces backlash for selling $32 face masks that are not certified medical grade.  #comm_3321b",Extremely Positive
"as the supermarket debacle is showing, these restrictions don't stop people coming back many times or buying to the limit in multiple pharmacies. people who are socially responsible, time or money poor are penalised #auspol #coronavirus #panicshopping #hoarding",Negative
"india's lng buyers are re-examining their spot buying plans as the collapse in oil prices may make other fuels more attractive

the potential shift may mean sellers can no longer count on india to help absorb the world's glut of cargoes",Positive
"our grocery store heroes deserve capes! 

#covid #coronavirus",Positive
"we're seeing low property prices and low #interestrates right now, but is it a good time to invest in #realestate? check out our top advice for property owners  during the uncertainty of #coronavirus.",Positive
#icymi este lauder producing hand sanitizer to help fight coronavirus  #esteelauder #coronavirus,Positive
"qpay cuts pos prices by 50% to help qatari smes fight covid-19: qpay international, a member of the nexxo network, the leading financial technology (fintech) company in qatar servicing over 15,000 qatari small...  #fintech",Negative
"trending in bushwick, brooklyn

photo from 10pm last night. grocery store will close 2 hours earlier going forward to allow restocking/cleaning

fresh fish &; produce were in good supply even at closing time (minus bananas) #covid2019 #coronavirus #panicbuying #grocerystore",Extremely Positive
scientists in finland have made a 3d model showing how is transported through extremely small airborne particles when a person coughs sneezes or talks,Neutral
choose your fighter,Positive
cdc boss downplays death estimates can you still go to the grocery store virul vigilantes are shaming neighbors in small towns and more check out our daily coronavirus roundup,Negative
"should you need to head out to buy groceries, supermarkets remain open--just remember to practice social distancing and proper hygiene.",Neutral
i m not condoning michael douglas s behaviour but the prices in some shops are disgraceful,Neutral
so let s get this right millions of people are  emptying supermarket shelves of food  toilet rolls but because the sun was shining today doesn t exist  there s no need to adhere to or self isolation,Extremely Negative
fewer pasta shapes two varieties of toilet paper instead of five and a focus on basic flour food manufacturers are limiting production to maximize volume and meet the skyrocketing demand caused by the covid 19 pandemic,Negative
interest in virtual reality meetings has  skyrocketed  during the pandemic would you want to attend your next meeting in why or why not,Positive
#breaking: liverpool fc offers stewards to help control crowds in supermarket amid #coronavirus crisis,Negative
"covid-19: ensure food supply to all households regardless of ration cards, left parties demand jharkhand govt",Positive
"just been to whipps cross hospital where there was no hand sanitizer on one of the wards. why? i asked. because people visiting patients have been stealing it, said staff. utterly shameful. #coronavirus #covid19 #stophoarding #stopstockpiling #lockdownuk",Extremely Negative
"it was good to see ardmore pharmacy on the ormeau rd selling calpol at a reduced price &; a pleasant surprise given all the stories of retailers scalping prices in recent days. while open on a one in, one out basis for prescriptions they deserve praise. thank you. #coronacrisis",Extremely Positive
a start up online store in the small farming town of vryburg in the north west has scored a partnership with local supermarkets to provide shopping and delivery services of essential products during the covid 19 coronavirus national lockdown,Neutral
us private equity giant has agreed a  120m deal to buy a portfolio of logistics sites across the uk from clearbell capital as online shopping soars in response to the pandemic,Positive
"@kennedystewart 
grocery store aisles should be one way otherwise no one can follow social distancing.
#canada #toronto #ontario #vancouver #canadian #britishcolumbia #ottawa #justintrudeau @justintrudeau #stay_home #bcdocs #covid19 #coronavirus @kenn",Negative
#household spending 1 #percent up in #january -  #agenparl #consumer #consumption #coronavirus #covid19 #covidagenparl #iorestoacasa,Neutral
day 2 of lockdown visited the apmc market in vashi in to find out how the availability of stock has been affected  if there has been a change in the prices of vegetables,Negative
"just got this text from my mum. for context, my dad works in a hospital... stop stealing hand sanitizer from hospitals! #coronavirusau #covid19aus #coronavirus #covididiots",Negative
"nonno and pappou are the guys who make you laugh when you visit south europe in the summer. 
protect them.
protect every elderly in europe. and yourself.
stay home, wash your hands before and after visiting the grocery store.
we can do this europe ??
#covid2019",Extremely Positive
"builders merchants have banded together to create trades against the virus  a group that looks to support vulnerable people in need by replenishing stock in food banks nationwide.

#coronavirus #tradesagainstthevirus
 by @pbmagazine",Positive
if you go to the grocery store or need to be in a public place where you aren t able to be completely 6ft away from others wear this this is not in place of social distancing   11 11,Neutral
does anyone know about a way of getting food delivered at home in the uk a friend of mine has 19 symptoms and should not be going out but all supermarket apps have nothing available for weeks he is based in any advice would be great uk,Extremely Positive
"a disgusting example of price gouging from fashion stores katies and rockmans during the #coronavirus pandemic, taking advantage of people's fears by hiking up the prices on essential items like 'who-approved' hand sanitiser and face masks?

#auspol",Positive
"with the help of @hearst, our partner @thefool_it has been sharing our #coronavirus consumer research in italy, with pieces published in @bazaaritalia, @cosmopolitan_it, @elle_italia and @marieclaire_it. 
these insights are available for all on our hub:",Extremely Positive
@johncleese @jaykoncar i think thats whats happening 20 min at this grocery store and another 20 min someplace else. do it at home! stay safe america &; the world ? #coronavirus  #dontpanicbuy,Positive
we are coming to #odisha after putting to rest #covid2019 pandemic to celebrate #worldconsumerrightsday 2020 and recognise the most consumer friendly states @narendramodi @naveen_odisha @pmoindia @cmo_odisha @rajaaswain @irvpaswan @deptconsumeraff,Extremely Positive
"here's a good bit of information about #food #shopping during the #coronavirus #pandemic it's all about safety first folk's this dr is giving solid advice that he also practices
#health #wellness #wednesdaywisdom #besafe",Extremely Positive
40 best online shopping sites for womens clothing and accessories that are giving back during covid-19,Extremely Positive
"brace yourselves, ufc supermarket edition is coming. #covid2019 #coronavirus",Neutral
a friend of mine is breaking up with her boyfriend they decided to meet up at a grocery store five feet apart elisabetta abrami is 32 single outgoing   and on lockdown mostly confined to her small apartment in rome this is her new normal,Extremely Positive
"republican senators #richardburr and #kellyloeffler charged with using insider knowledge to sell shares before prices fell due to #coronavirus fears. burr dumped up to $1.7m in stock and loeffler sold $3 million in holdings.
sometimes, viruses wear suits and answer roll calls.",Extremely Negative
"covid-19 update: cutters retail cigar store remains open; bar service closed. find updated hours, cigar discount, and safety information here:",Positive
"after #lockdown , the mind of public shifted to panic mode, buying groceries/items, discussing about donations, about langar (food), marketing themselves in any way they can. and not to primary agenda.
forgot #coronavirus #covid19 and it's testing and it's vaccine ? ?",Negative
via @independent @sainsburys has extended the dedicated shopping hour it created for elderly and vulnerable customers to also include nhs and #socialcare &; support workers. #coronavirus,Extremely Positive
"@khlopomanstvo it's a town just 15 km away from where i live. pity the club is closed now due to #covid2019 ?really good food, good prices.",Extremely Positive
"please, i beg you, if you're writing a covid-19 message... don't be like my grocery store. think about your words. get a beta reader. (highlighting mine.)",Positive
"as #covid19 stimulus checks start coming in, @heartlandpolicy  warns that you need to be proactive &; ready for scammers &; predatory lenders. we're joining @woodstockinst @illinoispirg &; over a dozen other orgs to advocate for more financial protections",Positive
#gasolineprice has fallen in the last couple weeks cos demand declined as people stay home to avoid spreading the #coronavirus;then prices dropped further and supply spiked because of a #price_war between saudi arabia and russia ;todays #ny_gas_price_pergallon is unbelievable!,Extremely Negative
at my local grocery store in the beaches today and found the following items not being hoarded bran flakes prune juice turnips cream corn werther s candy grey poupon mustard in other words no one under 70 is shopping here,Negative
is investing in the while the prices are low due to the an unethical move or is it just smart investing,Negative
"how to make hand sanitizer? 

don't!

leave it to the professionals. 

""you"" are not a professional!

#coronavirus #covid19",Positive
"@bullandbaird totally agree in the short term that we see a massive shift to online. this raises the question though: do consumers stay with online ordering, or go back to traditional shopping? i have to think it shifts back to pre-covid-19 - it is more e",Positive
"smooth transitions, air to ground #thecrew2 #ubisoft #boats #planes #cars #beauty #peace #art #poetry #music #coronavirus #quarantine #stayhome #bored #fun #fishing #bassmasters 
#walkingdead #todo #toiletpaper #browns #clippers #recreation
 via @youtube",Neutral
@poq is now predicting that the #coronavirus lockdown in the uk is likely to see the share of ecommerce traffic generated through apps hit 25% in 2020.,Positive
"#covidupdate: @agbecerra 
issued guidance today for renters who can't afford to pay their rent due to covid.",Negative
@etherealnaiad i demand you come to my house and make me that. it looks food enough to risk the covid-19 virus,Negative
coronavirus death toll: americans are almost certainly dying of covid-19 but being left out of the official count,Negative
i dont want to work at a grocery store anymore #covid2019,Positive
kroger is testing a pickup-only store in response to higher demand for #clickandcollect service during the #coronavirus outbreak.  st news supermarket ltd,Negative
as the novel continues to spread major companies are looking to ramp up their workforces to meet the demand for critical products such as food household essentials  medical supplies here s a list of companies hiring during,Negative
.@secretarylevine today signed an order providing direction for maintaining and cleaning life-sustaining businesses authorized to maintain in-person operations.,Neutral
"@netflixde if you are planning to reduce the stream quality to avoid general internet problems in europe, i agree with that but then i will downgrade my subscription because i won't pay for 4k to get hd ?????. are you thinking about changing prices too? #",Positive
covid-19's business and #consumerimpact in #europe  #covid19,Neutral
"social distancing.
a supermarket in paraaque city has all the space to observe the proper distancing of it's customers in long queue during the covid-19 lockdown.",Neutral
reduction of rs15 per liter in prices of petroleum products also approved 19,Positive
we can't just bail out airline executives &; shareholders without labor &; consumer protections. assistance for the travel industry cant just be giveaways. the impact of covid-19 is felt beyond big corporations &; we need to ensure workers are taken care of.,Extremely Positive
"gta house prices jump up by 15% year-over-year this march, but market slowdown expected.

here is the insight of toronto real estate market  despite covid-19 crisis.

#covid19 #realestate #toronto",Extremely Positive
great easter gift idea for everyone so cute  something everyone could really use right now,Extremely Positive
"we and all citizen of india... only need two things during this lockdown...
1. food at home
2. no #financialcrisis during this emergency situation.
if these are fulfilled then none will panic.
#21dayslockdown #coronaviruslockdown #covid2019",Positive
"just publicly lost it at a supermarket owner in #mombasa #kenya for price gouging anything antibacterial. sanitizer, soap, antibacterial wipes - everything at least doubled in price. disgusting. #coronavirus #covid19kenya",Extremely Negative
me thinking about how gas prices are the lowest in years and we cant go anywhere right now. #irony #coronavirus,Negative
well done ixworth we   all our from the to to and staff who are doing their best to keep the country moving,Extremely Positive
went to the doctor today and he said  even when you go to the supermarket out a scarf around your face   i said   why because of covid 19   he said   no cos you re a ugly bastard,Extremely Negative
"ive just been to the supermarket - many empty shelves but still plenty of food.

sadly the limit on individual items is not stopping people being #greedy... saw mother &; daughter with trolley each &; doubling up on everything ??? 

#coronavirus #covid_19",Negative
"egypt's ministry of supply and internal trade affirmed, the availability of all food commodities at markets, affirming that there is no need to panic regarding goods amid the crises of coronavirus (covid-19).

#covid19 #coronavirus | #?????_??????",Extremely Negative
#chinas us$1 trillion loan bubble is bursting as #consumers flinch  via @scmpnews #economy #economicimpact #debt #finance #coronavirus #covid19 #coronavirusupdates,Neutral
the covid 19 pandemic with almost 400 000 confirmed cases and over 16 000 deaths globally coupled with plunging oil prices 30 per barrel have set nigeria on the path to a second recession in four years,Negative
is covid-19 reshaping consumer content preferences? - yahoo finance  via @googlenews,Neutral
"#coronavirus i love that the uk is closing events to prevent the virus from spreading but because of this panic buying. you have 100 people trying to rush through shops to buy food in the morning, that isnt going to reduce the spread.",Negative
"@bbcnews tell that to many customers that came to my supermarket with kids,shopping list, full trollies, one just want coleslaw  , honestly if we keyworkers in supermarket got the virus will be  anyone's fault who is not doing their essential shopping #co",Positive
"don't know if i should blame #socialdistanacing or just having a moment, but my grocery store trip just led to what i believe was my first panic attack. like i didn't already have #mentalhealth issues to deal with. thanks #coronavirus for being a dick! #suddenlyscaredofpeople",Extremely Negative
"mask = 2020 essential?
washable mask = reusable?
reusable = cheaper &; sustainable?

introducing our washable face mask (did i forget to mention the low prices??)

#quarantine #facemask #lockdownextension #coronavirus",Negative
millions of people in mississippi out of a job and grocery prices are doubling. how are people gonna survive this #coronavirus.#coronaviruslockdown #,Neutral
"the ultimate flex today is walking around the grocery store wearing a 3m n95 mask and holding a 24 pack of charmin toilet paper 

#coronavirus #covid19",Neutral
"when the state makes the announcement  that it is shutting down all the liquor stores in pa. 
#finewineandgoodspirts #wine #liquor #plcb #coronavirus #stockup #covid19 #wildaf",Neutral
how covid 19 is impacting consumer spending understand and react to changes as they happen 19,Neutral
"attention property managers and landlords: please take a moment to review recently published guidance by the business, consumer services and housing agency directed to landlords about eviction of tenants during the covid-19 pandemic.",Negative
"#coronavirusupdates: u.s. #stocks and #oil prices slump as #coronavirus reaches all 50 states
the #dow plunges more than 1,300 points at the open as #whitehouse plans to bail out hard-hit industries &; cut checks to americans do little to reassure investors",Neutral
did covid-19 think it could stop me from wasting my money...im just shopping online now and buying dumb stuff,Extremely Negative
food banks are seeing triple digit spikes in demand struggling to deal with a crisis the entire country is experiencing at once  it isn t like a certain region was hit by a hurricane and things can flood in everybody is affected by this,Extremely Negative
"so i did not stockpile food or anything. but now everyday i am struggling to find anything in any supermarkets, online shopping is impossible bc no delivery or c&;c slots are available for weeks! @waitrose @asda @sainsburys what are we supposed to do? #coronavirus #foodshortage",Extremely Negative
"someone just slid into my dms making me want to break quarantine. #toiletpaper #sweettalker #coronavirus #losangeles #tworollsleft @ silver lake, los angeles",Positive
